UserID,University
224,New York University
225,
226,University of Iowa
226,"University of California, Riverside"
227,
228,
229,The Ohio State University
230,
231,Cornell University
231,"University of North Carolina, Chapel Hill"
231,Purdue University
232,
233,University of Hawai
234,Rutgers University - New Brunswick
235,
236,University of Hawai
236,Tulane University
237,
238,The University of Arizona
238,University of Texas at Austin
238,Rice University
239,Rensselaer Polytechnic University
240,
241,
242,University of Utah
242,"The University of Tennessee, Knoxville"
242,"University of California, San Diego (UCSD)"
243,University of Virginia
244,
245,
246,Cornell University
247,University of Chicago
247,Tulane University
248,
249,
250,University of Southern California
250,University of Hawai
250,Northwestern University
251,
252,
253,University of Utah
253,"University of California, Berkeley (UCB)"
254,North Carolina State University
255,George Washington University
255,University of Utah
255,New York University
256,University of Delaware
256,University of Southern California
256,North Carolina State University
257,
258,Florida State University
259,Boston College
259,University of Connecticut
259,Washington University in St. Louis
260,Illinois Institute of Technology
261,
262,Colorado State University
262,North Carolina State University
262,"University of California, Berkeley (UCB)"
263,
264,"University of California, Santa Barbara (UCSB)"
265,
266,George Washington University
266,University of Colorado Boulder
266,California Institute of Technology (Caltech)
267,Colorado State University
268,"University of California, Santa Cruz"
268,University of South Florida
269,Duke University
270,
271,
272,"University of Maryland, College Park"
272,Arizona State University
272,"University of California, Los Angeles (UCLA)"
273,Brown University
274,"University of California, Irvine"
275,University at Buffalo SUNY
275,Northeastern University
276,
277,
278,
279,
280,"University of Colorado, Denver"
280,University of Massachusetts Amherst
281,Emory University
281,Harvard University
281,Georgia Institute of Technology
282,Pennsylvania State University
283,
284,
285,Wake Forest University
285,North Carolina State University
285,University at Buffalo SUNY
286,"University of North Carolina, Chapel Hill"
286,University of Florida
286,Brandeis University
287,University of Rochester
287,University of Hawai
287,Washington University in St. Louis
288,
289,
290,
291,"University of California, San Diego (UCSD)"
291,University of New Mexico
291,George Washington University
292,Case Western Reserve University
292,Florida State University
292,Virginia Polytechnic Institute and State University
293,
294,
295,
296,
297,
298,Johns Hopkins University
298,"The University of Tennessee, Knoxville"
298,The Ohio State University
299,
300,
301,"University of California, San Diego (UCSD)"
301,Colorado State University
302,Emory University
302,University at Buffalo SUNY
303,Washington University in St. Louis
303,Stanford University
304,
305,Massachusets Institute of Technology
306,Oregon State University
307,Colorado State University
307,California Institute of Technology (Caltech)
307,Boston College
308,University of Kansas
309,Rensselaer Polytechnic University
310,
311,University of Chicago
311,University of Colorado Boulder
312,
313,
314,"University of Illinois, Chicago (UIC)"
315,Boston University
316,
317,The Ohio State University
317,"University of Maryland, Baltimore County"
318,
319,University of Texas Dallas
319,Tufts University
320,
321,
322,
323,
324,
325,Dartmouth College
326,Massachusets Institute of Technology
327,University of Texas Dallas
327,"University of Colorado, Denver"
327,Tufts University
328,University of Colorado Boulder
329,
330,
331,
332,University of Wisconsin-Madison
333,Indiana University Bloomington
334,Brown University
334,Johns Hopkins University
335,
336,University at Buffalo SUNY
336,University of Illinois at Urbana-Champaign
337,
338,California Institute of Technology (Caltech)
338,University of Miami
338,Case Western Reserve University
339,Brandeis University
339,Duke University
339,Howard University
340,
341,Wayne State University
342,University of Vermont
342,Pennsylvania State University
342,University of South Florida
343,
344,University of Virginia
345,
346,
347,Columbia University
348,University of Massachusetts Amherst
349,
350,Princeton University
351,
352,University of Texas at Austin
352,Harvard University
353,
354,"University of Illinois, Chicago (UIC)"
355,University of Delaware
355,Brown University
355,University of Michigan
356,"Stony Brook University, State University of New York"
356,Rice University
357,University of Virginia
357,Johns Hopkins University
357,University of Colorado Boulder
358,The New School
359,University of New Mexico
360,Massachusets Institute of Technology
361,
362,
363,
364,
365,
366,
367,University of Chicago
367,University at Buffalo SUNY
367,Rutgers University - New Brunswick
368,"University of California, Berkeley (UCB)"
368,Case Western Reserve University
369,
370,Cornell University
370,Indiana University Bloomington
371,"University of California, Davis"
372,Rensselaer Polytechnic University
372,Rutgers University - New Brunswick
372,Brown University
373,Northeastern University
373,"University of California, Los Angeles (UCLA)"
374,"University of California, Santa Barbara (UCSB)"
374,University of Pennsylvania
375,
376,"University of North Carolina, Chapel Hill"
377,Northeastern University
378,Washington State University
378,"University of Illinois, Chicago (UIC)"
378,"University of California, Berkeley (UCB)"
379,Rutgers University - New Brunswick
380,University of Southern California
380,"The University of Tennessee, Knoxville"
381,
382,
383,University of Iowa
384,
385,Arizona State University
386,Georgia Institute of Technology
386,University of Rochester
386,Stanford University
387,
388,
389,
390,
391,Howard University
391,University of Connecticut
392,
393,Drexel University
394,
395,
396,Northwestern University
396,University of Florida
397,
398,Yale University
399,Wake Forest University
399,"The University of Tennessee, Knoxville"
400,
401,
402,
403,
404,"University of Illinois, Chicago (UIC)"
404,The Ohio State University
405,"University of California, San Diego (UCSD)"
405,Colorado State University
405,Lehigh University
406,
407,Vanderbilt University
407,University of Hawai
408,
409,
410,Brandeis University
410,University of Florida
410,Lehigh University
411,
412,
413,
414,
415,
416,
417,University of Pittsburgh
418,
419,
420,Purdue University
420,Colorado State University
421,Johns Hopkins University
422,University of Miami
422,Georgia Institute of Technology
422,George Washington University
423,"University of Illinois, Chicago (UIC)"
424,Pennsylvania State University
425,
426,Georgia Institute of Technology
427,
428,Howard University
428,"University of California, Davis"
429,
430,University of Florida
430,University of Illinois at Urbana-Champaign
430,University of Oklahoma
431,Howard University
431,Oregon State University
431,Yale University
432,Northeastern University
433,
434,
435,The New School
436,
437,
438,Brown University
439,
440,University of Texas Dallas
440,Boston University
441,
442,Howard University
443,
444,Florida State University
445,
446,Northwestern University
446,University of Iowa
446,Colorado State University
447,
448,University of Texas Dallas
448,Washington University in St. Louis
448,University of Florida
449,
450,
451,University of Southern California
451,University of Massachusetts Amherst
451,"University of California, Berkeley (UCB)"
452,Virginia Polytechnic Institute and State University
452,Purdue University
453,Georgia Institute of Technology
453,Northwestern University
454,University of Minnesota
455,
456,Cornell University
457,Arizona State University
457,Florida State University
458,
459,Wayne State University
460,
461,Yale University
461,University of Kansas
461,Purdue University
462,"University of Colorado, Denver"
463,Georgetown University
463,The Katz School at Yeshiva University
464,Princeton University
464,Cornell University
464,George Washington University
465,University of Southern California
465,Vanderbilt University
465,Washington University in St. Louis
466,University of Kansas
467,
468,
469,
470,Washington State University
471,
472,
473,
474,Rice University
474,Case Western Reserve University
475,Boston College
476,
477,
478,University of Iowa
479,
480,
481,
482,
483,
484,
485,University of Florida
486,
487,
488,University of Chicago
489,Iowa State University
489,Dartmouth College
489,Georgetown University
490,
491,Emory University
491,Northeastern University
492,The New School
493,
494,
495,"University of Maryland, Baltimore County"
495,"University of California, Davis"
495,Wayne State University
496,
497,
498,Northeastern University
499,Texas A&M University
500,Harvard University
500,University of Connecticut
501,University of Southern California
501,"University of Illinois, Chicago (UIC)"
501,"University of California, San Diego (UCSD)"
502,
503,Howard University
503,Arizona State University
504,University of Oklahoma
505,University of Vermont
506,
507,"University of Illinois, Chicago (UIC)"
507,Clark University
507,Virginia Polytechnic Institute and State University
508,
509,Duke University
509,Georgetown University
509,Harvard University
510,
511,
512,
513,
514,Boston University
514,"The University of Tennessee, Knoxville"
515,University at Buffalo SUNY
516,New York University
516,Rutgers University - New Brunswick
516,California Institute of Technology (Caltech)
517,University of Miami
518,Lehigh University
519,The Ohio State University
519,Georgetown University
520,Brown University
521,
522,
523,"University of Maryland, Baltimore County"
524,
525,
526,Princeton University
526,Boston University
526,"University of California, Davis"
527,
528,
529,
530,
531,Texas A&M University
531,University of Miami
532,Oregon State University
532,"University of California, Los Angeles (UCLA)"
533,Florida State University
533,The University of Arizona
534,
535,
536,
537,
538,"University of North Carolina, Chapel Hill"
538,University of Chicago
538,Clark University
539,Wake Forest University
540,University of Kansas
540,University of Connecticut
541,
542,
543,University of New Mexico
543,Brandeis University
543,Washington University in St. Louis
544,
545,
546,
547,
548,University of Texas Dallas
549,Dartmouth College
549,Oregon State University
549,The University of Arizona
550,University of New Mexico
551,
552,
553,
554,"University of California, Santa Cruz"
555,
556,University of Pittsburgh
557,Rice University
558,Rensselaer Polytechnic University
558,"University of California, San Diego (UCSD)"
559,
560,University of Kansas
561,The University of Arizona
562,Washington University in St. Louis
563,"University of California, Berkeley (UCB)"
564,Georgia Institute of Technology
564,Duke University
564,Johns Hopkins University
565,
566,
567,Arizona State University
567,North Carolina State University
567,Carnegie Mellon University
568,Arizona State University
569,University of Vermont
570,"University of California, Los Angeles (UCLA)"
570,"University of California, Riverside"
570,California Institute of Technology (Caltech)
571,University of Colorado Boulder
571,University of Massachusetts Amherst
572,
573,Columbia University
574,Johns Hopkins University
574,University of Washington
575,University of New Mexico
575,University of Michigan
575,University of Pittsburgh
576,
577,University of Connecticut
577,Johns Hopkins University
578,
579,Drexel University
580,Georgetown University
581,
582,University of Wisconsin-Madison
583,
584,Case Western Reserve University
584,"University of California, Santa Cruz"
585,
586,
587,"University of California, Davis"
588,
589,Michigan State University
589,"University of California, Davis"
589,University of Kansas
590,University of Colorado Boulder
591,
592,
593,Indiana University Bloomington
593,University of Pennsylvania
594,
595,The Katz School at Yeshiva University
596,University of Chicago
596,Harvard University
596,Northeastern University
597,
598,University of Michigan
599,
600,
601,
602,University of Vermont
603,
604,University of New Mexico
604,The Ohio State University
604,"University of California, Santa Barbara (UCSB)"
605,Purdue University
606,The New School
607,"University of California, Riverside"
608,Arizona State University
609,
610,University of Virginia
611,
612,
613,
614,Oregon State University
615,
616,Georgia Institute of Technology
616,University of South Florida
616,"University of North Carolina, Chapel Hill"
617,Arizona State University
618,Yale University
619,
620,
621,University of Iowa
621,University at Buffalo SUNY
621,Brandeis University
622,
623,
624,
625,
626,Tulane University
626,University of Illinois at Urbana-Champaign
626,University of Connecticut
627,
628,University of Utah
629,Princeton University
629,"University of Illinois, Chicago (UIC)"
629,Rensselaer Polytechnic University
630,California Institute of Technology (Caltech)
630,Michigan State University
630,Colorado State University
631,University of New Mexico
632,Brown University
632,University of Texas Dallas
632,Florida State University
633,
634,Texas A&M University
635,Vanderbilt University
636,New York University
637,
638,Oregon State University
638,University at Buffalo SUNY
639,"University of California, Davis"
639,Boston College
640,
641,
642,
643,
644,Johns Hopkins University
644,"University of California, Los Angeles (UCLA)"
645,University of Massachusetts Amherst
646,
647,
648,Massachusets Institute of Technology
648,Rensselaer Polytechnic University
649,
650,
651,
652,
653,"University of California, San Diego (UCSD)"
654,Emory University
655,
656,
657,Harvard University
658,
659,University of Washington
659,"University of Illinois, Chicago (UIC)"
660,"The University of Tennessee, Knoxville"
660,Washington State University
661,
662,
663,University of Texas at Austin
664,
665,Virginia Polytechnic Institute and State University
666,
667,
668,University of Texas Dallas
669,
670,University of Pennsylvania
671,Colorado State University
672,
673,North Carolina State University
674,
675,Yale University
675,Case Western Reserve University
675,Indiana University Bloomington
676,University of Hawai
676,"University of California, Santa Cruz"
677,
678,
679,
680,Clark University
681,The Katz School at Yeshiva University
682,
683,Yale University
684,
685,University of Minnesota
686,"The University of Tennessee, Knoxville"
686,Princeton University
686,University of Wisconsin-Madison
687,University of Minnesota
687,"University of Maryland, College Park"
687,University of Oklahoma
688,Emory University
689,
690,"University of California, Santa Cruz"
691,
692,
693,
694,
695,
696,Washington State University
696,Georgetown University
697,Rensselaer Polytechnic University
698,
699,Illinois Institute of Technology
699,Rensselaer Polytechnic University
700,
701,"University of North Carolina, Chapel Hill"
701,Vanderbilt University
702,
703,Pennsylvania State University
704,"University of California, Berkeley (UCB)"
704,Columbia University
705,
706,"University of North Carolina, Chapel Hill"
707,
708,
709,"University of California, Davis"
709,University of Pennsylvania
710,Tulane University
711,Purdue University
712,Northwestern University
712,University of New Mexico
712,Washington University in St. Louis
713,Brandeis University
713,The Katz School at Yeshiva University
714,Cornell University
714,Duke University
715,
716,"University of California, San Diego (UCSD)"
716,Carnegie Mellon University
716,Washington University in St. Louis
717,Northwestern University
718,The Katz School at Yeshiva University
719,
720,Virginia Polytechnic Institute and State University
720,"University of Maryland, College Park"
720,The University of Georgia
721,Northwestern University
722,
723,
724,
725,California Institute of Technology (Caltech)
725,University of Virginia
726,
727,
728,
729,"University of California, Los Angeles (UCLA)"
729,The New School
730,
731,
732,North Carolina State University
733,University of Vermont
734,University of Kansas
735,
736,Pennsylvania State University
737,
738,Tufts University
738,New York University
739,
740,
741,Dartmouth College
742,Emory University
742,University of Kansas
743,
744,
745,
746,
747,Drexel University
748,
749,University of Michigan
749,"University of California, Riverside"
749,Harvard University
750,Stanford University
750,Princeton University
750,University of Illinois at Urbana-Champaign
751,Case Western Reserve University
752,
753,
754,
755,
756,
757,Brandeis University
757,University of Texas Dallas
758,Pennsylvania State University
758,Tufts University
758,"University of California, Los Angeles (UCLA)"
759,
760,Tufts University
760,The Ohio State University
760,University of Connecticut
761,
762,
763,"University of California, Los Angeles (UCLA)"
764,Pennsylvania State University
765,
766,
767,"Stony Brook University, State University of New York"
768,
769,University of Hawai
770,Tufts University
770,University of Michigan
771,
772,The University of Arizona
773,
774,
775,
776,
777,
778,
779,
780,
781,
782,
783,Brandeis University
784,Michigan State University
785,
786,Brandeis University
787,Carnegie Mellon University
788,Rensselaer Polytechnic University
788,University of Oklahoma
788,Dartmouth College
789,University of Pittsburgh
789,"Stony Brook University, State University of New York"
790,
791,
792,Virginia Polytechnic Institute and State University
792,The New School
792,North Carolina State University
793,
794,"The University of Tennessee, Knoxville"
795,
796,"University of California, San Diego (UCSD)"
797,"University of California, Santa Barbara (UCSB)"
798,"University of California, Los Angeles (UCLA)"
798,The Ohio State University
798,University of Notre Dame
799,
800,"University of Maryland, Baltimore County"
800,"University of Maryland, College Park"
801,Case Western Reserve University
802,
803,
804,
805,
806,
807,
808,"University of Illinois, Chicago (UIC)"
809,University of Virginia
809,"University of Maryland, College Park"
809,Case Western Reserve University
810,
811,
812,Florida State University
812,Washington State University
812,The Ohio State University
813,
814,Johns Hopkins University
814,University of Washington
814,University of Utah
815,
816,Michigan State University
817,Pennsylvania State University
817,"University of Maryland, Baltimore County"
817,George Washington University
818,
819,
820,Washington State University
821,
822,
823,Columbia University
823,Iowa State University
824,Cornell University
825,
826,
827,Iowa State University
828,Harvard University
828,Stanford University
828,Rutgers University - New Brunswick
829,
830,
831,
832,
833,Oregon State University
833,University of Texas at Austin
834,Boston University
834,Duke University
835,
836,
837,
838,Boston University
838,University of New Mexico
838,University of Oklahoma
839,Carnegie Mellon University
839,Arizona State University
839,"The University of Tennessee, Knoxville"
840,
841,The University of Georgia
841,The Katz School at Yeshiva University
842,
843,
844,
845,
846,Boston University
846,Rutgers University - New Brunswick
846,Florida State University
847,"University of Maryland, College Park"
848,
849,The Katz School at Yeshiva University
850,University of Texas at Austin
851,Wake Forest University
851,Cornell University
852,
853,
854,
855,
856,
857,
858,
859,
860,University of Virginia
860,Boston College
860,"University of California, Irvine"
861,University of Wisconsin-Madison
862,Carnegie Mellon University
862,Lehigh University
862,"University of Maryland, Baltimore County"
863,University of Illinois at Urbana-Champaign
863,Arizona State University
863,University of South Florida
864,Northwestern University
865,
866,
867,"University of North Carolina, Chapel Hill"
867,University of Miami
868,Brandeis University
869,Vanderbilt University
870,University of Kansas
871,California Institute of Technology (Caltech)
871,The Katz School at Yeshiva University
871,Princeton University
872,
873,
874,
875,University of Notre Dame
875,Rutgers University - New Brunswick
876,
877,Drexel University
877,Cornell University
877,Colorado State University
878,
879,University of Kansas
879,Drexel University
879,"University of Maryland, College Park"
880,University of Florida
881,
882,Northeastern University
882,Virginia Polytechnic Institute and State University
883,
884,Indiana University Bloomington
884,Carnegie Mellon University
885,Wayne State University
885,University of Miami
886,University of Southern California
887,
888,Cornell University
889,Case Western Reserve University
889,University of Iowa
890,
891,University of Notre Dame
891,"University of California, Santa Barbara (UCSB)"
891,New York University
892,
893,Washington University in St. Louis
893,"University of California, Santa Barbara (UCSB)"
893,Columbia University
894,University of Pennsylvania
894,Drexel University
895,Boston University
896,
897,University of Texas at Austin
897,University at Buffalo SUNY
898,
899,
900,"The University of Tennessee, Knoxville"
900,University of Utah
901,
902,Illinois Institute of Technology
903,
904,"Stony Brook University, State University of New York"
905,George Washington University
905,Oregon State University
905,University of Massachusetts Amherst
906,University of Notre Dame
907,
908,University of Oklahoma
909,"University of California, Berkeley (UCB)"
909,University of Texas Dallas
909,Texas A&M University
910,
911,Georgetown University
911,"University of Illinois, Chicago (UIC)"
911,"University of Colorado, Denver"
912,University of Connecticut
912,Lehigh University
913,Emory University
914,
915,University of Minnesota
916,Johns Hopkins University
916,Washington State University
916,The Ohio State University
917,
918,
919,University of Illinois at Urbana-Champaign
919,Howard University
920,The Katz School at Yeshiva University
920,Brandeis University
921,
922,Vanderbilt University
923,University of Texas Dallas
924,University at Buffalo SUNY
924,Lehigh University
925,Virginia Polytechnic Institute and State University
926,
927,
928,Lehigh University
929,Clark University
930,Duke University
931,University of Texas Dallas
932,Boston University
933,
934,
935,University of Notre Dame
935,George Washington University
936,
937,
938,University of Kansas
938,Carnegie Mellon University
938,"University of California, Santa Cruz"
939,
940,
941,
942,
943,
944,
945,
946,
947,
948,The Katz School at Yeshiva University
949,
950,
951,"University of Colorado, Denver"
951,University of Wisconsin-Madison
952,
953,Tufts University
954,University of Illinois at Urbana-Champaign
954,University of Utah
954,University of Washington
955,The University of Arizona
956,Brandeis University
956,University of Washington
957,
958,
959,Dartmouth College
960,
961,Boston University
962,Tufts University
962,University of South Florida
962,Clark University
963,Drexel University
964,Northwestern University
964,Purdue University
964,Tufts University
965,
966,
967,
968,
969,George Washington University
970,Brandeis University
971,Rensselaer Polytechnic University
971,"University of California, Los Angeles (UCLA)"
972,
973,University of Texas Dallas
973,Lehigh University
974,
975,
976,University of Notre Dame
977,Pennsylvania State University
977,University of Florida
978,
979,
980,"University of California, Los Angeles (UCLA)"
981,Rutgers University - New Brunswick
981,University of Illinois at Urbana-Champaign
981,Texas A&M University
982,"University of California, Los Angeles (UCLA)"
983,
984,"University of California, Irvine"
985,
986,University at Buffalo SUNY
987,
988,
989,Columbia University
989,Vanderbilt University
989,The Ohio State University
990,Texas A&M University
990,Dartmouth College
991,"University of California, Berkeley (UCB)"
992,
993,
994,"University of Illinois, Chicago (UIC)"
994,"University of California, Irvine"
995,
996,"University of California, San Diego (UCSD)"
996,California Institute of Technology (Caltech)
996,University of Utah
997,
998,
999,University of Utah
1000,
1001,
1002,Rice University
1002,Texas A&M University
1002,Wake Forest University
1003,
1004,
1005,
1006,
1007,The Katz School at Yeshiva University
1007,University of Texas at Austin
1007,University of Utah
1008,California Institute of Technology (Caltech)
1009,
1010,The Katz School at Yeshiva University
1010,Drexel University
1011,
1012,
1013,Boston College
1013,University of Massachusetts Amherst
1013,"University of Maryland, Baltimore County"
1014,
1015,
1016,Pennsylvania State University
1016,"University of California, Davis"
1016,University of Illinois at Urbana-Champaign
1017,"University of California, Irvine"
1018,
1019,
1020,University of Pittsburgh
1020,University of Florida
1021,Duke University
1022,New York University
1023,
1024,University of Connecticut
1025,
1026,"University of Maryland, College Park"
1026,University of Florida
1027,
1028,
1029,
1030,The University of Georgia
1030,"University of California, Los Angeles (UCLA)"
1031,
1032,Cornell University
1032,The University of Arizona
1033,
1034,
1035,
1036,
1037,University of Delaware
1037,Boston University
1038,
1039,
1040,Rutgers University - New Brunswick
1041,
1042,
1043,University of Pittsburgh
1043,Vanderbilt University
1044,
1045,Boston University
1045,Harvard University
1046,University of Connecticut
1047,The Katz School at Yeshiva University
1048,University of Rochester
1048,"University of California, Riverside"
1049,"University of California, Santa Cruz"
1050,
1051,Wake Forest University
1052,University of Kansas
1053,Wake Forest University
1053,University of Michigan
1054,University of Michigan
1055,"University of California, Irvine"
1056,"University of Illinois, Chicago (UIC)"
1057,Wayne State University
1057,California Institute of Technology (Caltech)
1057,Indiana University Bloomington
1058,
1059,Georgetown University
1060,
1061,
1062,Arizona State University
1062,Johns Hopkins University
1063,University of Iowa
1063,Columbia University
1063,University of Hawai
1064,
1065,
1066,Indiana University Bloomington
1066,University of Utah
1066,"University of California, Santa Barbara (UCSB)"
1067,The New School
1068,
1069,
1070,
1071,
1072,
1073,
1074,University of Notre Dame
1074,Northeastern University
1074,University of Massachusetts Amherst
1075,University of Miami
1076,Tufts University
1076,University of Colorado Boulder
1076,Stanford University
1077,
1078,Boston University
1079,
1080,"University of California, Santa Cruz"
1080,George Washington University
1080,Boston University
1081,
1082,
1083,Colorado State University
1083,Rutgers University - New Brunswick
1083,University of Delaware
1084,
1085,
1086,California Institute of Technology (Caltech)
1087,Drexel University
1087,"University of California, Irvine"
1088,University of Michigan
1088,University of Utah
1089,George Washington University
1089,Oregon State University
1089,Wake Forest University
1090,"University of Maryland, Baltimore County"
1090,University of Iowa
1091,
1092,Johns Hopkins University
1092,Howard University
1093,Harvard University
1094,"University of California, Santa Cruz"
1095,
1096,
1097,
1098,Massachusets Institute of Technology
1098,University of Wisconsin-Madison
1099,Texas A&M University
1099,Princeton University
1099,"University of North Carolina, Chapel Hill"
1100,
1101,
1102,University of Wisconsin-Madison
1103,"University of California, Berkeley (UCB)"
1104,
1105,"University of California, Santa Cruz"
1106,University of Texas at Austin
1106,University of Colorado Boulder
1106,Cornell University
1107,
1108,
1109,"University of California, Irvine"
1110,
1111,"University of California, San Diego (UCSD)"
1112,
1113,University of South Florida
1113,University of Virginia
1114,
1115,
1116,
1117,University of Texas at Austin
1117,University of Virginia
1117,University of Kansas
1118,Northwestern University
1119,
1120,University of Miami
1121,
1122,Colorado State University
1122,Carnegie Mellon University
1123,
1124,
1125,Dartmouth College
1125,"University of California, Santa Cruz"
1126,
1127,Illinois Institute of Technology
1127,"The University of Tennessee, Knoxville"
1128,University of Pennsylvania
1128,University of Washington
1129,Rensselaer Polytechnic University
1130,Lehigh University
1131,
1132,
1133,Tufts University
1134,
1135,Texas A&M University
1135,University of Connecticut
1136,The New School
1136,Columbia University
1137,Georgia Institute of Technology
1137,Howard University
1137,Stanford University
1138,
1139,
1140,University of Utah
1141,California Institute of Technology (Caltech)
1141,Georgetown University
1141,Drexel University
1142,University of Iowa
1142,Washington University in St. Louis
1143,
1144,
1145,Tufts University
1145,Purdue University
1145,Wake Forest University
1146,
1147,
1148,Clark University
1149,Stanford University
1150,Vanderbilt University
1150,University of Oklahoma
1151,The New School
1151,University of Hawai
1152,"University of California, San Diego (UCSD)"
1152,University of Colorado Boulder
1152,Texas A&M University
1153,
1154,Rice University
1154,Dartmouth College
1154,Princeton University
1155,
1156,Pennsylvania State University
1157,
1158,
1159,Texas A&M University
1159,Northeastern University
1160,
1161,
1162,Georgia Institute of Technology
1162,University of Wisconsin-Madison
1163,
1164,
1165,Princeton University
1165,"University of Colorado, Denver"
1165,Lehigh University
1166,North Carolina State University
1167,
1168,
